 status Perkawinan;Kursus;Kehadiran siang/malam;Kualifikasi sebelumnya;Kualifikasi sebelumnya(Nilai);Kualifikasi Ibu;Kualifikasi Ayah;Pekerjaan Ibu;Pekerjaan Ayah ;Nilai Penerimaan ;Pendidikan Khusus;Biaya Kuliah terkini ;Gender;Pemegang beasiswa;Usia saat pendaftaran;Unit kurikulum semester1 (dikreditkan);Unit kurikulum semester1 (Terdaftar);Unit kurikulum semester1 (Evaluasi);Unit kurikulum semester1 (Disetujui );Unit kurikulum semester1 (Kelas);Unit kurikulum semester1 (Tanpa  evaluasi);Unit kurikuler semester2(dikreditkan);Unit kurikuler semester2(Terdaftar);Unit kurikuler semester2(Evaluasi);Unit kurikuler semester2(Disetujui);Curricular units 2nd sem (grade);Unit kurikuler semester2(Tanpa evaluasi);tingkat Pengangguran;Tingkat inflasi;GDP;Target
1;9500;1;1;141.00.00;19;19;9;7;131.07.00;0;1;0;1;19;0;7;10;7;13.605;0;0;8;11;8;1.233.125;0;15.05;02.08;-4.06;Graduate
1;9853;1;1;132.00.00;37;38;5;6;119.01.00;0;1;0;1;19;0;6;10;5;12.00;0;0;6;9;5;10.08;0;09.04;-0.8;-3.12;Graduate
1;9254;1;1;132.00.00;12;19;9;9;124.07.00;0;1;0;0;19;0;5;10;0;00.00;0;0;5;10;0;00.00;0;07.06;02.06;00.32;Dropout
1;9254;1;1;113.00.00;1;37;9;10;117.02.00;0;1;0;0;20;0;6;8;5;11.02;0;0;6;12;3;11.666.666.666.666.600;0;07.06;02.06;00.32;Dropout
1;9147;1;1;134.00.00;3;19;2;10;128.08.00;0;1;0;0;18;0;5;10;5;13.375;0;0;5;9;5;14.166.666.666.666.600;0;13.09;-0.3;0,054861111;Graduate
1;9500;1;1;136.00.00;1;19;9;9;131.05.00;0;1;0;1;20;0;7;8;6;13.863.333.333.333.300;0;0;8;9;7;14.178.571.428.571.400;0;11.01;00.06;02.02;Graduate
1;171;1;1;136.00.00;3;37;2;8;121.07.00;0;1;0;0;18;0;0;0;0;00.00;0;0;0;0;0;00.00;0;09.04;-0.8;-3.12;Enrolled
1;9085;1;1;129.00.00;1;38;4;7;123.04.00;0;1;0;0;19;0;5;6;5;12.04;0;0;5;6;5;13.04;0;07.06;02.06;00.32;Graduate
1;9853;1;1;138.00.00;38;38;7;6;124.07.00;0;1;0;0;18;0;6;11;3;12.333.333.333.333.300;0;0;6;10;5;10.833.333.333.333.300;0;09.04;-0.8;-3.12;Enrolled
1;9853;1;1;137.00.00;37;37;9;9;132.08.00;0;1;0;0;18;0;6;7;6;13.333.333.333.333.300;0;0;6;8;5;11.08;0;07.06;02.06;00.32;Graduate
1;9853;1;1;115.00.00;3;37;2;5;108.07.00;0;1;0;0;21;0;6;10;3;12.666.666.666.666.600;0;0;6;12;3;10.00;0;09.04;-0.8;-3.12;Dropout
1;9853;1;1;129.00.00;38;37;6;6;138.01.00;0;1;0;0;19;0;6;8;6;12.00;0;0;6;10;4;11.05;0;07.06;02.06;00.32;Dropout
1;9147;1;1;131.00.00;38;38;9;9;126.05.00;0;1;0;1;18;0;5;5;5;10.06;0;0;5;5;5;11.08;0;12.04;00.05;0,096527778;Graduate
1;9238;1;1;133.00.00;1;37;7;9;127.04.00;0;1;0;1;18;0;6;8;6;12.25;0;0;6;7;6;11.857.142.857.142.800;0;12.07;03.07;-1.7;Graduate
1;9238;1;1;125.00.00;19;1;9;10;123.06.00;0;1;0;0;20;0;6;10;4;11.00;0;0;6;9;6;11.833.333.333.333.300;0;09.04;-0.8;-3.12;Graduate
1;8014;0;1;120.00.00;1;19;6;8;122.00.00;0;1;0;1;24;0;6;11;5;11.00;0;0;6;9;5;12.06;0;11.01;00.06;02.02;Graduate
1;9670;1;1;128.00.00;19;1;4;1;118.02.00;0;1;0;0;19;0;6;6;6;13.166.666.666.666.600;0;0;6;9;6;13.00;0;10.08;01.04;0,093055556;Dropout
1;9500;1;1;127.00.00;19;37;9;7;123.09.00;0;1;0;1;18;0;7;9;7;12.855.555.555.555.500;0;0;8;12;7;12.761.111.111.111.100;0;15.05;02.08;-4.06;Graduate
1;9500;1;1;134.00.00;19;19;9;9;125.08.00;0;1;0;0;18;0;7;8;7;1.491.875;0;0;8;8;8;15.355;0;15.05;02.08;-4.06;Graduate
1;9853;1;1;132.00.00;12;12;4;4;123.03.00;0;1;0;0;21;0;6;13;4;11.05;0;0;6;10;3;11.00;0;10.08;01.04;0,093055556;Dropout
1;9670;1;1;124.00.00;1;19;5;4;124.04.00;0;1;0;0;19;0;5;5;5;14.02;0;0;5;5;5;14.02;0;07.06;02.06;00.32;Graduate
1;9773;1;1;133.01.00;19;37;7;7;126.00.00;0;1;0;1;19;0;6;6;6;12.05;0;0;6;7;6;13.00;0;15.05;02.08;-4.06;Graduate
3;9003;1;1;170.00.00;1;37;6;6;170.00.00;0;1;0;0;47;0;1;1;0;00.00;0;0;6;0;0;00.00;0;08.09;01.04;03.51;Enrolled
1;9238;1;1;125.00.00;19;19;7;8;121.05.00;0;1;0;0;19;0;6;10;5;11.666.666.666.666.600;0;0;6;12;4;11.00;0;13.09;-0.3;0,054861111;Graduate
1;9500;1;3;130.00.00;2;2;1;1;130.00.00;0;1;0;0;29;1;8;8;7;14.257.142.857.142.800;0;1;8;8;7;14.257.142.857.142.800;0;12.07;03.07;-1.7;Graduate
1;9238;1;1;125.00.00;19;19;4;8;117.00.00;0;1;0;0;21;0;6;13;3;12.00;0;0;6;12;2;11.333.333.333.333.300;0;16.02;00.03;-0.92;Dropout
1;9085;1;1;130.00.00;37;19;9;7;130.00.00;0;1;0;0;28;0;5;13;4;11.25;1;0;5;11;4;10.05;0;12.07;03.07;-1.7;Enrolled
1;9556;1;1;133.01.00;37;37;3;10;108.00.00;0;1;0;0;20;0;7;8;7;12.457.142.857.142.800;0;0;8;8;8;135.625;0;15.05;02.08;-4.06;Graduate
1;9500;1;1;131.00.00;2;38;4;5;132.03.00;0;1;0;0;19;0;7;7;6;11.683.333.333.333.300;0;0;7;7;6;11.683.333.333.333.300;0;07.06;02.06;00.32;Graduate
1;8014;0;1;150.00.00;19;2;4;6;148.00.00;0;1;0;0;26;0;6;10;3;11.666.666.666.666.600;0;0;6;8;5;12.00;0;09.04;-0.8;-3.12;Graduate
1;9254;1;1;125.00.00;37;37;9;8;122.06.00;0;0;0;0;20;0;6;8;4;0,510416667;0;0;6;6;6;13.166.666.666.666.600;0;11.01;00.06;02.02;Dropout
1;9670;1;1;131.00.00;37;37;9;9;123.00.00;0;1;0;1;18;0;5;6;3;11.666.666.666.666.600;0;0;5;6;4;13.05;0;07.06;02.06;00.32;Enrolled
1;9853;1;1;130.00.00;37;19;9;5;102.05.00;0;1;0;0;27;0;6;9;5;13.02;0;0;6;10;5;12.00;0;07.06;02.06;00.32;Graduate
1;9500;1;1;123.00.00;34;34;90;90;113.03.00;0;1;0;0;20;0;7;8;4;0,524305556;0;0;7;8;4;0,524305556;0;07.06;02.06;00.32;Dropout
1;9853;1;1;141.00.00;37;19;9;5;133.00.00;0;1;0;0;18;0;6;8;5;12.04;0;0;6;12;5;10.04;0;09.04;-0.8;-3.12;Dropout
1;9500;1;3;140.00.00;1;1;9;5;140.00.00;0;1;0;0;33;2;7;8;6;14.35;0;3;8;10;6;14.583.333.333.333.300;0;16.02;00.03;-0.92;Dropout
1;9853;1;1;140.00.00;3;1;3;3;128.03.00;0;1;0;0;35;19;21;21;21;1.261.904.761.904.760;0;13;19;19;19;12.789.473.684.210.500;0;12.04;00.05;0,096527778;Graduate
1;9991;0;39;140.00.00;37;19;9;8;140.00.00;0;1;0;1;26;2;6;7;6;12.666.666.666.666.600;0;2;6;7;6;13.166.666.666.666.600;1;09.04;-0.8;-3.12;Enrolled
1;9773;1;19;133.01.00;19;19;3;4;104.00.00;0;0;0;0;27;0;6;6;5;12.00;0;0;6;6;0;00.00;0;11.01;00.06;02.02;Dropout
1;9070;1;1;131.00.00;1;37;5;5;122.03.00;0;0;0;0;19;0;6;6;6;12.166.666.666.666.600;0;0;6;6;0;00.00;0;15.05;02.08;-4.06;Dropout
1;9254;1;1;143.00.00;1;19;4;6;135.00.00;0;1;0;0;20;0;6;0;0;00.00;0;0;6;0;0;00.00;0;11.01;00.06;02.02;Dropout
1;9147;1;1;132.00.00;3;3;5;7;119.01.00;0;0;0;0;20;0;5;9;3;10.00;0;0;5;9;3;10.571.428.571.428.500;0;10.08;01.04;0,093055556;Dropout
1;9238;1;1;143.00.00;1;37;5;9;126.06.00;0;0;0;0;21;5;10;18;8;11.05;0;0;6;12;4;10.00;0;09.04;-0.8;-3.12;Enrolled
1;9500;1;1;141.00.00;38;1;9;4;129.00.00;0;1;0;1;18;0;7;7;6;13.05;0;0;7;7;6;13.05;0;07.06;02.06;00.32;Graduate
1;9085;1;1;133.01.00;1;19;9;9;162.03.00;0;1;0;0;24;0;6;10;2;11.00;0;0;6;6;0;00.00;0;08.09;01.04;03.51;Dropout
1;9070;1;1;148.00.00;1;3;4;1;163.04.00;0;1;0;0;20;0;6;7;6;11.05;0;0;6;6;6;12.00;0;16.02;00.03;-0.92;Graduate
1;9254;1;1;125.00.00;19;38;9;8;121.05.00;0;1;0;1;21;0;6;7;6;12.00;0;0;6;6;6;12.05;0;13.09;-0.3;0,054861111;Graduate
1;8014;0;1;120.00.00;1;37;7;3;122.08.00;0;1;0;0;23;0;6;13;2;10.00;0;0;5;12;1;10.00;0;09.04;-0.8;-3.12;Enrolled
1;9147;1;1;140.00.00;12;3;4;3;118.00.00;0;1;0;0;24;0;5;5;0;00.00;0;0;5;5;0;00.00;0;07.06;02.06;00.32;Dropout
1;9853;1;1;139.00.00;1;1;4;10;134.00.00;0;1;0;0;21;0;6;0;0;00.00;0;0;6;0;0;00.00;0;12.04;00.05;0,096527778;Dropout
1;9500;1;1;142.00.00;38;38;9;8;129.08.00;0;1;0;0;18;0;8;8;7;12.242.857.142.857.100;0;0;8;8;7;12.242.857.142.857.100;0;12.07;03.07;-1.7;Graduate
1;9991;0;40;130.00.00;19;1;3;4;152.00.00;0;1;0;0;27;0;5;0;0;00.00;0;0;5;0;0;00.00;0;08.09;01.04;03.51;Dropout
1;9500;1;1;126.00.00;37;37;5;5;122.08.00;0;1;0;0;18;0;8;8;8;1.293.375;0;0;8;8;8;1.293.375;0;09.04;-0.8;-3.12;Graduate
1;9119;1;3;150.00.00;3;2;2;2;150.00.00;0;1;0;0;35;0;5;0;0;00.00;0;0;5;0;0;00.00;0;13.09;-0.3;0,054861111;Dropout
1;9853;1;1;130.00.00;19;19;3;8;131.08.00;0;1;0;0;18;0;7;9;7;12.571.428.571.428.500;0;0;7;8;7;14.428.571.428.571.400;0;11.01;00.06;02.02;Graduate
1;9500;1;1;120.00.00;1;3;175;121;105.09.00;0;1;0;0;35;0;3;4;3;11.816.666.666.666.600;0;0;3;3;3;11.333.333.333.333.300;0;11.01;00.06;02.02;Enrolled
1;9085;1;1;138.00.00;1;1;4;7;132.01.00;0;1;0;0;19;0;5;9;4;0,59375;0;0;5;13;4;14.333.333.333.333.300;2;10.08;01.04;0,093055556;Graduate
1;9238;1;1;127.00.00;19;19;4;0;127.04.00;0;1;0;0;20;0;6;8;6;11.166.666.666.666.600;0;0;6;6;6;11.333.333.333.333.300;0;07.06;02.06;00.32;Graduate
1;9500;1;1;140.00.00;19;19;7;7;129.05.00;0;1;0;0;18;0;8;8;7;12.324.285.714.285.700;0;0;8;8;7;12.324.285.714.285.700;0;10.08;01.04;0,093055556;Graduate
1;9238;1;39;130.00.00;38;38;5;10;126.07.00;0;1;0;0;21;3;6;6;6;12.166.666.666.666.600;0;2;6;7;6;11.714.285.714.285.700;0;13.09;-0.3;0,054861111;Graduate
1;9238;1;1;128.00.00;19;37;9;8;116.05.00;0;1;0;1;18;0;6;11;5;11.142.857.142.857.100;0;0;6;11;4;11.25;0;16.02;00.03;-0.92;Graduate
1;9238;1;1;132.00.00;34;34;0;0;119.01.00;0;1;0;0;18;0;6;9;4;11.00;0;0;6;9;4;0,46875;0;07.06;02.06;00.32;Graduate
1;9500;1;1;149.00.00;19;38;9;9;126.05.00;0;1;0;0;18;0;8;8;7;12.914.285.714.285.700;0;0;8;8;7;12.914.285.714.285.700;0;12.07;03.07;-1.7;Graduate
1;9773;1;1;155.00.00;3;19;1;4;149.08.00;0;1;0;1;18;0;6;6;6;13.833.333.333.333.300;0;0;6;6;6;14.166.666.666.666.600;0;16.02;00.03;-0.92;Graduate
1;9085;1;1;120.00.00;19;1;8;7;115.01.00;0;1;0;0;19;0;6;8;6;13.857.142.857.142.800;0;0;6;9;5;13.04;0;13.09;-0.3;0,054861111;Graduate
1;9254;1;19;133.01.00;3;19;2;3;124.05.00;0;1;0;1;36;0;6;7;6;13.714.285.714.285.700;0;0;6;6;5;12.08;0;16.02;00.03;-0.92;Dropout
1;9500;1;1;131.00.00;38;1;7;4;128.03.00;0;1;0;1;18;0;8;8;7;12.642.857.142.857.100;0;0;8;8;7;12.642.857.142.857.100;0;12.07;03.07;-1.7;Graduate
1;9500;1;1;149.00.00;37;37;9;9;136.00.00;0;1;0;1;18;0;7;7;6;12.916.666.666.666.600;0;0;7;7;6;12.916.666.666.666.600;0;07.06;02.06;00.32;Graduate
1;9130;1;1;140.00.00;1;3;9;2;140.00.00;0;1;0;1;20;0;6;8;6;15.625;0;0;6;8;6;15.857.142.857.142.800;0;13.09;-0.3;0,054861111;Graduate
1;9991;0;1;133.01.00;37;37;9;9;126.03.00;0;1;0;1;26;0;5;7;0;00.00;0;0;5;8;0;00.00;0;16.02;00.03;-0.92;Dropout
1;9773;1;1;122.00.00;1;1;4;5;126.09.00;0;1;0;0;21;0;6;8;6;11.714.285.714.285.700;0;0;6;7;6;12.00;0;07.06;02.06;00.32;Graduate
1;9556;1;40;130.00.00;1;1;4;5;145.00.00;0;1;0;0;25;0;7;10;6;12.125;0;0;8;9;8;133.125;0;15.05;02.08;-4.06;Enrolled
1;9147;1;1;121.00.00;19;3;5;5;115.08.00;0;1;0;1;19;0;5;7;5;11.06;0;0;5;5;5;11.06;0;12.04;00.05;0,096527778;Graduate
1;8014;0;1;120.00.00;19;37;8;7;100.00.00;0;1;0;0;24;0;6;11;1;10.00;0;0;6;6;0;00.00;6;09.04;-0.8;-3.12;Dropout
1;8014;0;1;133.01.00;1;19;5;4;102.05.00;0;1;0;1;27;0;6;16;1;10.00;0;0;6;13;0;00.00;0;08.09;01.04;03.51;Dropout
1;9085;1;1;121.00.00;19;37;1;3;131.05.00;0;1;0;0;21;0;5;10;0;00.00;1;0;5;9;2;13.05;0;07.06;02.06;00.32;Dropout
1;9147;1;1;133.00.00;38;38;7;7;147.00.00;0;1;0;1;18;0;5;7;4;13.00;0;0;5;8;3;12.333.333.333.333.300;0;09.04;-0.8;-3.12;Graduate
2;9853;1;1;134.00.00;37;37;5;7;122.05.00;1;1;0;1;19;0;6;6;6;13.333.333.333.333.300;0;0;6;6;6;14.05;0;10.08;01.04;0,093055556;Graduate
1;9254;1;1;115.00.00;1;1;3;3;117.05.00;0;1;0;0;18;0;6;9;4;11.25;0;0;6;13;2;12.05;0;09.04;-0.8;-3.12;Dropout
1;9500;1;1;127.00.00;19;1;5;9;150.00.00;0;1;0;1;19;0;7;9;5;0,600694444;0;0;8;9;7;1.219.285.714.285.710;0;11.01;00.06;02.02;Graduate
1;9500;1;1;135.00.00;1;38;4;5;127.05.00;0;1;0;1;19;0;7;8;6;13.741.666.666.666.600;0;0;8;9;7;149.125;0;16.02;00.03;-0.92;Graduate
2;9991;0;43;140.00.00;40;5;3;3;140.00.00;0;1;0;0;33;2;6;7;6;15.333.333.333.333.300;0;0;5;5;5;15.08;0;11.01;00.06;02.02;Graduate
2;9147;1;3;130.00.00;1;4;3;10;130.00.00;0;1;0;0;45;0;5;6;5;11.00;0;0;5;5;5;13.08;0;12.04;00.05;0,096527778;Graduate
1;9238;1;1;135.00.00;1;1;9;9;133.03.00;0;1;0;1;20;0;6;6;6;12.00;0;0;6;7;6;12.857.142.857.142.800;0;11.01;00.06;02.02;Graduate
1;9670;1;1;140.00.00;34;34;0;0;97.00.00;0;1;0;0;28;0;5;5;0;00.00;0;0;5;5;0;00.00;0;07.06;02.06;00.32;Dropout
1;9500;1;1;120.00.00;1;1;5;8;112.00.00;0;1;0;1;19;0;8;15;7;11.571.428.571.428.500;0;0;8;15;7;11.571.428.571.428.500;0;12.07;03.07;-1.7;Graduate
1;9254;1;1;140.00.00;1;37;4;5;123.06.00;0;1;0;0;18;0;6;10;6;12.857.142.857.142.800;0;0;6;6;3;12.666.666.666.666.600;0;12.07;03.07;-1.7;Graduate
1;9254;1;3;133.01.00;19;19;4;6;130.05.00;0;1;0;0;38;0;6;0;0;00.00;0;0;6;0;0;00.00;0;15.05;02.08;-4.06;Dropout
1;9670;1;1;135.00.00;1;3;4;3;133.03.00;0;1;0;0;19;0;5;5;5;13.00;0;0;5;5;5;13.02;0;09.04;-0.8;-3.12;Graduate
1;9254;1;1;123.00.00;1;37;9;9;132.01.00;0;1;0;1;21;0;6;9;5;11.00;0;0;6;8;5;12.00;0;15.05;02.08;-4.06;Graduate
1;9147;1;1;133.01.00;37;1;9;10;100.00.00;0;1;0;0;21;0;5;12;3;12.00;0;0;5;12;1;15.00;3;16.02;00.03;-0.92;Dropout
1;9238;1;1;154.00.00;38;37;9;9;140.04.00;0;1;0;1;22;0;6;6;5;12.06;0;0;6;6;6;13.00;0;10.08;01.04;0,093055556;Graduate
1;9853;1;1;148.00.00;19;19;5;7;141.07.00;0;1;0;1;18;0;6;8;5;13.04;0;0;6;7;6;13.166.666.666.666.600;0;09.04;-0.8;-3.12;Graduate
1;9238;1;1;133.00.00;37;37;3;9;119.07.00;1;1;0;1;18;0;6;9;6;11.333.333.333.333.300;0;0;6;9;6;11.571.428.571.428.500;0;15.05;02.08;-4.06;Graduate
1;9130;1;1;126.00.00;19;1;9;9;122.05.00;0;0;0;0;25;0;5;14;4;13.05;2;0;5;10;4;14.25;0;09.04;-0.8;-3.12;Dropout
1;9085;1;19;133.01.00;19;19;9;7;140.00.00;0;0;0;0;24;2;6;11;3;0,510416667;0;1;6;14;3;10.333.333.333.333.300;0;16.02;00.03;-0.92;Dropout
1;9500;1;1;125.00.00;3;1;4;4;119.04.00;0;1;0;0;19;0;7;10;6;12.471.428.571.428.500;0;0;7;8;7;114.625;0;12.04;00.05;0,096527778;Enrolled
1;171;1;1;145.00.00;3;3;3;3;155.00.00;0;1;0;0;24;11;17;19;11;12.909.090.909.090.900;0;9;13;15;9;13.555.555.555.555.500;0;12.04;00.05;0,096527778;Enrolled
1;9147;1;1;118.00.00;37;19;5;5;119.01.00;0;1;0;1;20;0;5;5;5;11.06;0;0;5;5;5;13.06;0;12.04;00.05;0,096527778;Graduate
1;9147;1;1;120.00.00;37;1;9;1;122.07.00;0;0;0;0;25;0;5;5;0;00.00;0;0;5;9;0;00.00;0;10.08;01.04;0,093055556;Dropout
1;9147;1;1;127.00.00;38;19;9;10;117.09.00;0;1;0;1;20;5;10;13;9;12.09;0;4;10;12;10;12.363.636.363.636.300;0;08.09;01.04;03.51;Graduate
1;9500;1;3;130.00.00;19;38;5;3;130.00.00;0;1;0;0;23;0;8;8;8;13.22;0;0;8;8;8;13.22;0;09.04;-0.8;-3.12;Graduate
1;9500;1;1;129.00.00;19;37;7;6;120.00.00;0;1;0;1;19;0;8;8;7;13.151.428.571.428.500;0;0;8;8;7;13.151.428.571.428.500;0;10.08;01.04;0,093055556;Graduate
1;9003;1;39;130.00.00;37;37;9;10;130.00.00;0;0;0;0;29;0;6;13;3;0,552083333;0;0;6;8;3;11.333.333.333.333.300;0;13.09;-0.3;0,054861111;Dropout
1;9254;1;1;121.00.00;19;37;4;7;116.08.00;0;1;0;0;21;0;6;8;6;11.333.333.333.333.300;0;0;6;8;4;12.25;0;11.01;00.06;02.02;Graduate
1;9670;1;1;136.00.00;19;1;9;8;123.04.00;0;1;0;1;18;0;6;10;6;13.25;0;0;6;13;5;14.142.857.142.857.100;0;11.01;00.06;02.02;Graduate
1;9070;1;1;125.00.00;19;38;9;9;125.04.00;0;1;0;0;19;0;6;7;5;12.04;0;0;6;6;5;12.04;0;09.04;-0.8;-3.12;Enrolled
1;9773;1;1;131.00.00;38;37;7;7;127.02.00;0;1;0;1;18;0;6;6;6;15.00;0;0;6;6;6;12.833.333.333.333.300;0;08.09;01.04;03.51;Dropout
1;9085;1;1;122.00.00;9;19;90;6;103.04.00;0;1;0;0;19;0;5;6;5;14.04;0;0;5;6;5;13.00;0;07.06;02.06;00.32;Graduate
1;9773;1;1;127.00.00;37;37;9;8;123.02.00;0;1;0;0;18;0;6;12;1;11.00;0;0;6;12;0;00.00;0;09.04;-0.8;-3.12;Enrolled
1;9147;1;1;136.00.00;1;1;4;4;124.01.00;0;1;0;0;18;0;5;8;5;12.04;0;0;5;6;5;10.08;0;08.09;01.04;03.51;Graduate
2;9556;1;19;133.01.00;38;37;7;7;99.05.00;0;0;0;1;37;0;7;13;1;16.00;0;0;7;12;0;00.00;0;08.09;01.04;03.51;Dropout
1;9991;0;40;127.00.00;37;37;6;6;124.09.00;0;1;0;0;29;0;5;10;5;13.571.428.571.428.500;0;0;5;14;5;12.333.333.333.333.300;3;16.02;00.03;-0.92;Graduate
1;9070;1;1;116.00.00;37;37;9;9;110.08.00;0;1;0;0;18;0;6;6;6;11.833.333.333.333.300;0;0;6;6;6;12.05;0;07.06;02.06;00.32;Enrolled
1;9238;1;1;121.00.00;1;1;9;8;118.09.00;0;1;0;1;19;0;6;8;5;11.666.666.666.666.600;0;0;6;9;5;12.666.666.666.666.600;0;12.04;00.05;0,096527778;Graduate
1;9238;1;1;124.00.00;1;1;3;1;118.08.00;0;0;0;0;22;6;10;16;6;11.833.333.333.333.300;0;2;7;8;2;13.00;0;16.02;00.03;-0.92;Dropout
1;9254;1;1;131.00.00;37;38;9;7;137.00.00;0;1;0;1;20;0;6;8;6;11.166.666.666.666.600;0;0;6;10;5;10.06;0;15.05;02.08;-4.06;Graduate
1;8014;0;1;100.00.00;37;37;99;99;100.00.00;0;1;0;0;34;0;6;0;0;00.00;0;0;6;0;0;00.00;0;12.07;03.07;-1.7;Dropout
1;9119;1;1;130.00.00;37;38;9;9;120.00.00;0;0;0;0;30;8;12;17;8;0,510416667;0;6;12;19;6;12.166.666.666.666.600;2;07.06;02.06;00.32;Dropout
1;9238;1;1;135.00.00;1;1;4;4;122.08.00;0;1;0;0;18;0;6;7;6;14.00;0;0;6;7;6;14.00;0;10.08;01.04;0,093055556;Graduate
1;9238;1;1;130.00.00;38;19;9;5;121.06.00;0;1;0;0;18;0;6;6;6;12.833.333.333.333.300;0;0;6;6;6;12.00;0;12.04;00.05;0,096527778;Graduate
1;9773;1;1;146.00.00;3;1;1;3;149.02.00;0;1;0;0;18;0;6;11;4;12.25;0;0;6;10;3;11.666.666.666.666.600;0;09.04;-0.8;-3.12;Graduate
1;9500;1;1;146.00.00;4;1;2;3;140.00.00;0;1;0;0;18;0;8;8;7;14.828.571.428.571.400;0;0;8;8;7;14.828.571.428.571.400;0;12.07;03.07;-1.7;Graduate
1;9773;1;1;154.00.00;38;38;9;9;133.04.00;0;1;0;1;19;0;6;7;5;11.04;0;0;6;8;5;12.08;0;12.07;03.07;-1.7;Graduate
1;9070;1;1;137.00.00;37;37;9;9;126.02.00;0;1;0;1;19;0;6;6;6;13.00;0;0;6;8;6;12.05;0;10.08;01.04;0,093055556;Graduate
1;9500;1;1;151.00.00;1;1;9;9;127.08.00;0;1;0;1;18;0;8;8;7;13.671.428.571.428.500;0;0;8;8;7;13.671.428.571.428.500;0;12.07;03.07;-1.7;Graduate
1;9003;1;39;150.00.00;37;38;4;8;150.00.00;0;1;0;1;21;0;6;9;6;12.666.666.666.666.600;0;0;6;8;5;12.08;0;13.09;-0.3;0,054861111;Graduate
1;9147;1;1;121.00.00;1;19;9;9;113.07.00;0;0;0;0;20;0;5;10;2;10.00;0;0;5;12;1;13.00;0;07.06;02.06;00.32;Dropout
1;9147;1;1;122.00.00;12;19;4;8;117.08.00;0;1;0;0;20;0;5;10;5;13.05;0;0;5;8;5;12.333.333.333.333.300;0;13.09;-0.3;0,054861111;Graduate
1;9500;1;1;143.00.00;5;1;2;5;136.07.00;0;1;0;0;19;2;7;8;7;0,546527778;0;1;8;8;8;13.55;0;11.01;00.06;02.02;Graduate
1;9238;1;1;152.00.00;1;38;4;5;144.07.00;0;1;0;0;20;0;6;8;6;14.05;0;0;6;7;6;15.428.571.428.571.400;0;16.02;00.03;-0.92;Graduate
1;9500;1;1;145.00.00;12;1;4;10;139.08.00;0;1;0;0;18;0;7;7;7;13.685.714.285.714.200;0;0;8;8;8;153.875;0;13.09;-0.3;0,054861111;Graduate
1;9853;1;1;120.00.00;37;38;3;3;113.07.00;0;1;0;0;20;0;6;8;5;11.00;0;0;6;10;3;10.666.666.666.666.600;0;12.07;03.07;-1.7;Dropout
2;9130;1;3;140.00.00;5;4;2;0;140.00.00;0;0;0;0;29;7;9;16;7;11.555.555.555.555.500;4;5;7;12;5;13.02;2;07.06;02.06;00.32;Dropout
1;9500;1;1;143.00.00;19;19;5;6;142.03.00;0;1;0;1;18;0;7;7;7;1.379.714.285.714.280;0;0;8;8;8;13.775;0;12.04;00.05;0,096527778;Enrolled
1;9500;1;1;129.00.00;19;19;5;5;119.06.00;0;1;0;1;20;0;7;8;7;1.400.375;0;0;8;11;7;13.812.857.142.857.100;0;15.05;02.08;-4.06;Graduate
1;9147;1;1;139.00.00;38;37;9;9;123.07.00;0;1;0;1;22;0;5;8;4;12.00;0;0;5;8;4;11.04;2;16.02;00.03;-0.92;Graduate
4;8014;0;1;133.01.00;39;19;4;10;143.00.00;0;1;0;1;47;0;6;9;5;14.166.666.666.666.600;0;0;6;7;6;14.166.666.666.666.600;0;16.02;00.03;-0.92;Graduate
2;9991;0;1;127.00.00;37;37;8;4;100.01.00;0;1;0;0;31;1;5;5;5;14.00;0;0;5;5;5;13.08;0;08.09;01.04;03.51;Graduate
1;9070;1;1;126.00.00;19;37;7;5;119.04.00;0;1;0;1;21;0;6;7;5;13.08;0;0;6;6;6;12.833.333.333.333.300;0;16.02;00.03;-0.92;Graduate
1;8014;0;1;128.00.00;38;38;0;0;122.01.00;0;1;0;0;21;0;6;8;5;12.08;0;0;6;10;6;11.857.142.857.142.800;0;07.06;02.06;00.32;Graduate
2;9773;1;12;100.00.00;1;1;4;4;100.00.00;0;1;0;0;24;0;6;6;6;12.166.666.666.666.600;0;0;6;6;6;13.833.333.333.333.300;0;07.06;02.06;00.32;Graduate
1;9070;1;1;123.00.00;4;37;2;9;113.09.00;0;1;0;0;18;0;6;8;6;12.05;0;0;6;6;6;12.333.333.333.333.300;0;15.05;02.08;-4.06;Enrolled
1;8014;0;15;170.00.00;34;1;90;2;101.00.00;0;1;0;0;32;0;6;9;4;12.00;0;0;6;12;4;11.05;0;07.06;02.06;00.32;Graduate
1;8014;0;1;117.00.00;3;1;3;4;111.08.00;0;1;0;1;19;0;6;8;6;10.833.333.333.333.300;0;0;6;9;6;11.05;0;10.08;01.04;0,093055556;Graduate
1;9500;1;1;140.00.00;3;3;1;1;140.00.00;0;1;0;0;24;0;8;8;8;13.385;0;0;8;8;8;13.385;0;09.04;-0.8;-3.12;Graduate
1;9085;1;1;123.00.00;19;19;4;10;124.04.00;0;1;0;0;19;0;6;14;6;15.666.666.666.666.600;0;0;6;9;6;14.05;0;15.05;02.08;-4.06;Graduate
1;9003;1;39;150.00.00;19;37;6;6;150.00.00;0;1;0;1;19;0;6;9;6;14.333.333.333.333.300;0;0;6;7;6;13.833.333.333.333.300;0;13.09;-0.3;0,054861111;Graduate
